lineage	min	q1	mean	median	q3	max
1;3;90;911;2062;7235;22081;131753	0.242	0.429	0.616	0.616	0.8029999999999999	0.99
1;3;90;911;2062;7235;22081;151075	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;7235;22081;152104	0.298	0.298	0.298	0.298	0.298	0.298
1;3;90;911;2062;7235;22081;152947	0.162	0.343	0.6950000000000001	0.99	0.99	0.99
1;3;90;911;2062;7235;22081;155711	0.197	0.2375	0.278	0.278	0.3185	0.359
1;3;90;911;2062;7235;29190;95203*	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;7235;35586;172745*	0.0	0.0445	0.35966666666666663	0.089	0.5395	0.99
1;3;90;911;2062;7235;37141;108064*	0.298	0.298	0.298	0.298	0.298	0.298
1;3;90;911;2062;7296;41908;146986	0.46	0.5925	0.725	0.725	0.8574999999999999	0.99
1;3;90;911;2062;7296;41908;147757	0.0	0.18775	0.5529499999999999	0.4635	0.99	0.99
1;3;90;911;2062;7296;41908;149240	0.0	0.169	0.41044444444444445	0.214	0.721	0.99
1;3;90;911;2062;7296;41908;152620	0.277	0.293	0.635	0.625	0.99	0.99
1;3;90;911;2062;7296;41908;90173	0.036	0.036	0.036	0.036	0.036	0.036
1;3;90;911;2062;7312;21737;151073	0.161	0.33	0.5499999999999999	0.499	0.7444999999999999	0.99
1;3;90;911;2062;7312;21737;155199	0.475	0.7324999999999999	0.8183333333333334	0.99	0.99	0.99
1;3;90;911;2062;7312;21737;171583	0.0	0.54075	0.67525	0.8554999999999999	0.99	0.99
1;3;90;911;2062;7333;41758;127779	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7333;41758;152171	0.362	0.833	0.833	0.99	0.99	0.99
1;3;90;911;2062;7333;41758;159349	0.215	0.215	0.215	0.215	0.215	0.215
1;3;90;911;2062;7333;41758;173837	0.095	0.58775	0.70675	0.871	0.99	0.99
1;3;90;911;2062;7333;41758;180571	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;7353;20850;105124	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;20850;122069	0.127	0.2515	0.6	0.6415	0.99	0.99
1;3;90;911;2062;7353;20850;132946	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;20850;139327	0.359	0.51675	0.6745	0.6745	0.8322499999999999	0.99
1;3;90;911;2062;7353;20850;146015	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;20850;165747	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;20850;189447	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;20850;90609	0.0	0.127	0.6094588235294118	0.99	0.99	0.99
1;3;90;911;2062;7353;21392;116852	0.428	0.428	0.428	0.428	0.428	0.428
1;3;90;911;2062;7353;24526;146009	0.182	0.384	0.586	0.586	0.788	0.99
1;3;90;911;2062;7353;24526;180908	0.08	0.08	0.08	0.08	0.08	0.08
1;3;90;911;2062;7353;24526;188454	0.141	0.5655	0.707	0.99	0.99	0.99
1;3;90;911;2062;7353;24526;188786	0.04	0.185	0.24633333333333332	0.33	0.34950000000000003	0.369
1;3;90;911;2062;7353;24526;189457	0.141	0.17525	0.20950000000000002	0.20950000000000002	0.24375000000000002	0.278
1;3;90;911;2062;7353;24526;90906	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;24526;93035	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;24526;94708	0.853	0.853	0.853	0.853	0.853	0.853
1;3;90;911;2062;7353;24526;99367	0.429	0.7095	0.8029999999999999	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;102883	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;103282	0.134	0.293	0.5184	0.499	0.676	0.99
1;3;90;911;2062;7353;31356;105117	0.154	0.363	0.572	0.572	0.781	0.99
1;3;90;911;2062;7353;31356;107031	0.223	0.41475	0.6065	0.6065	0.79825	0.99
1;3;90;911;2062;7353;31356;114518	0.0	0.122	0.4018888888888889	0.148	0.99	0.99
1;3;90;911;2062;7353;31356;115934	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;121231	0.721	0.721	0.721	0.721	0.721	0.721
1;3;90;911;2062;7353;31356;126244	0.089	0.141	0.64	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;126323	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;127832	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;127994	0.199	0.21000000000000002	0.221	0.221	0.23199999999999998	0.243
1;3;90;911;2062;7353;31356;128076	0.212	0.212	0.212	0.212	0.212	0.212
1;3;90;911;2062;7353;31356;128856	0.006	0.99	0.8778	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;129319	0.212	0.7095	0.7987142857142857	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;135731	0.293	0.34099999999999997	0.5573333333333333	0.389	0.6895	0.99
1;3;90;911;2062;7353;31356;136654	0.089	0.141	0.5953999999999999	0.767	0.99	0.99
1;3;90;911;2062;7353;31356;140348	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;145582	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;146439	0.112	0.3315	0.551	0.551	0.7705	0.99
1;3;90;911;2062;7353;31356;147712	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;156916	0.073	0.30225	0.5315	0.5315	0.76075	0.99
1;3;90;911;2062;7353;31356;157082	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;159288	0.0	0.357	0.568	0.714	0.852	0.99
1;3;90;911;2062;7353;31356;164033	0.511	0.7505	0.8303333333333334	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;167058	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;167124	0.0	0.39999999999999997	0.5946666666666667	0.7475	0.786	0.99
1;3;90;911;2062;7353;31356;168260	0.359	0.359	0.359	0.359	0.359	0.359
1;3;90;911;2062;7353;31356;170366	0.0	0.12175	0.3741	0.248	0.5085000000000001	0.99
1;3;90;911;2062;7353;31356;171374	0.118	0.118	0.118	0.118	0.118	0.118
1;3;90;911;2062;7353;31356;171507	0.036	0.38625	0.6968333333333333	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;178982	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;179031	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;7353;31356;179181	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;183843	0.355	0.41774999999999995	0.4805	0.4805	0.54325	0.606
1;3;90;911;2062;7353;31356;185545	0.298	0.298	0.298	0.298	0.298	0.298
1;3;90;911;2062;7353;31356;81577	0.089	0.5395	0.6896666666666667	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;84459	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;86048	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;86594	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;89923	0.0	0.794	0.7528	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;91001	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;95511	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;96052	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;96606	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;31356;98523	0.0	0.0	0.495	0.495	0.99	0.99
1;3;90;911;2062;7353;36038;145249*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;7353;36697;138872*	0.052	0.0825	0.385	0.113	0.5515	0.99
1;3;90;911;2062;7353;43341;114831	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;7353;43341;139700	0.0	0.312	0.5379999999999999	0.624	0.8069999999999999	0.99
1;3;90;911;2062;7353;43824;171061	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8038;42450*;157368*	0.086	0.086	0.086	0.086	0.086	0.086
1;3;90;911;2062;8210;20907;100378	0.331	0.4615	0.592	0.592	0.7224999999999999	0.853
1;3;90;911;2062;8210;20907;103471	0.037	0.14	0.3446666666666667	0.243	0.4985	0.754
1;3;90;911;2062;8210;20907;111328	0.526	0.526	0.526	0.526	0.526	0.526
1;3;90;911;2062;8210;20907;111353	0.191	0.293	0.6634	0.853	0.99	0.99
1;3;90;911;2062;8210;20907;115398	0.131	0.131	0.131	0.131	0.131	0.131
1;3;90;911;2062;8210;20907;135113	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;20907;139995	0.298	0.3275	0.357	0.357	0.38649999999999995	0.416
1;3;90;911;2062;8210;20907;148665	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;20907;152284	0.141	0.5655	0.707	0.99	0.99	0.99
1;3;90;911;2062;8210;20907;155477	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8210;20907;163240	0.109	0.109	0.109	0.109	0.109	0.109
1;3;90;911;2062;8210;20907;169522	0.222	0.26275	0.3035	0.3035	0.34425	0.385
1;3;90;911;2062;8210;20907;182156	0.071	0.7175	0.746	0.9615	0.99	0.99
1;3;90;911;2062;8210;20907;182685	0.155	0.167	0.5246	0.321	0.99	0.99
1;3;90;911;2062;8210;20907;185686	0.15	0.36	0.57	0.57	0.78	0.99
1;3;90;911;2062;8210;20907;192810	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;20907;99455	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;8210;21027;157364*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;24974;113620	0.0	0.7424999999999999	0.7424999999999999	0.99	0.99	0.99
1;3;90;911;2062;8210;24974;124477	0.0	0.495	0.66	0.99	0.99	0.99
1;3;90;911;2062;8210;24974;131090	0.072	0.08024999999999999	0.0885	0.0885	0.09675	0.105
1;3;90;911;2062;8210;24974;135724	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;24974;157808	0.321	0.39825	0.47550000000000003	0.47550000000000003	0.55275	0.63
1;3;90;911;2062;8210;24974;165385	0.229	0.229	0.229	0.229	0.229	0.229
1;3;90;911;2062;8210;24974;187291	0.107	0.107	0.107	0.107	0.107	0.107
1;3;90;911;2062;8210;26984;151668	0.0	0.139	0.5125653594771242	0.429	0.99	0.99
1;3;90;911;2062;8210;26984;170726	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8210;27024;153169	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;31477;127162	0.124	0.157	0.466	0.207	0.852	0.99
1;3;90;911;2062;8210;31477;137694	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;31477;139500	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8210;31477;153852	0.429	0.429	0.429	0.429	0.429	0.429
1;3;90;911;2062;8210;31477;159595	0.429	0.429	0.429	0.429	0.429	0.429
1;3;90;911;2062;8210;31477;88827	0.09	0.09	0.09	0.09	0.09	0.09
1;3;90;911;2062;8210;43779;104877	0.0	0.29325	0.62575	0.7889999999999999	0.99	0.99
1;3;90;911;2062;8210;43779;107461	0.243	0.243	0.243	0.243	0.243	0.243
1;3;90;911;2062;8906;36869*;158699*	0.0	0.216	0.5486428571428571	0.4875	0.99	0.99
1;3;90;911;2062;8947;27920*;112487*	0.074	0.13	0.186	0.186	0.242	0.298
1;3;90;911;2062;8949;20142;104873	0.73	0.73	0.73	0.73	0.73	0.73
1;3;90;911;2062;8949;20142;105106	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;109176	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;8949;20142;110874	0.527	0.64275	0.7585	0.7585	0.87425	0.99
1;3;90;911;2062;8949;20142;114160	0.0	0.191	0.27	0.382	0.405	0.428
1;3;90;911;2062;8949;20142;116258	0.359	0.359	0.359	0.359	0.359	0.359
1;3;90;911;2062;8949;20142;119434	0.852	0.921	0.944	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;122647	0.353	0.353	0.353	0.353	0.353	0.353
1;3;90;911;2062;8949;20142;129181	0.359	0.51675	0.6745	0.6745	0.8322499999999999	0.99
1;3;90;911;2062;8949;20142;129367	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;129685	0.168	0.168	0.168	0.168	0.168	0.168
1;3;90;911;2062;8949;20142;132071	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;134757	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;136105	0.08	0.3075	0.535	0.535	0.7625	0.99
1;3;90;911;2062;8949;20142;146191	0.07	0.3	0.53	0.53	0.76	0.99
1;3;90;911;2062;8949;20142;151249	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;153730	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;154061	0.0	0.11575	0.2315	0.2315	0.34725	0.463
1;3;90;911;2062;8949;20142;162357	0.106	0.106	0.106	0.106	0.106	0.106
1;3;90;911;2062;8949;20142;174786	0.069	0.7597499999999999	0.75975	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;178356	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;178638	0.221	0.41325	0.6055	0.6055	0.79775	0.99
1;3;90;911;2062;8949;20142;182911	0.61	0.61	0.61	0.61	0.61	0.61
1;3;90;911;2062;8949;20142;183290	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;188495	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;91685	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20142;96369	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20221;136309*	0.191	0.5285	0.750875	0.99	0.99	0.99
1;3;90;911;2062;8949;20301;96411*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20604;141665	0.111	0.111	0.111	0.111	0.111	0.111
1;3;90;911;2062;8949;20604;187614	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20713;159820*	0.074	0.254	0.5305714285714286	0.493	0.8245	0.99
1;3;90;911;2062;8949;20748;139740*	0.606	0.798	0.862	0.99	0.99	0.99
1;3;90;911;2062;8949;20870;109461	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;20870;142298	0.092	0.127	0.49640000000000006	0.283	0.99	0.99
1;3;90;911;2062;8949;20870;162524	0.29	0.29	0.29	0.29	0.29	0.29
1;3;90;911;2062;8949;21022;105321	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;21022;121808	0.127	0.81575	0.795	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;123445	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;133867	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;134011	0.055	0.27	0.534	0.365	0.99	0.99
1;3;90;911;2062;8949;21022;144273	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;147479	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;156093	0.071	0.99	0.9265	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;158002	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;164812	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;174756	0.168	0.168	0.168	0.168	0.168	0.168
1;3;90;911;2062;8949;21022;180469	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;3;90;911;2062;8949;21022;183470	0.407	0.407	0.407	0.407	0.407	0.407
1;3;90;911;2062;8949;21022;191196	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;80853	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;87409	0.127	0.99	0.8119999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;89281	0.0	0.80325	0.772875	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;90368	0.293	0.6415	0.7576666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;21022;90880	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21055;161787	0.19	0.19	0.19	0.19	0.19	0.19
1;3;90;911;2062;8949;21055;167170	0.167	0.167	0.167	0.167	0.167	0.167
1;3;90;911;2062;8949;21375;101763*	0.765	0.765	0.765	0.765	0.765	0.765
1;3;90;911;2062;8949;21962;138786*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;21978;150463*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;22267;132003	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;22267;145800	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;22267;152094	0.001	0.184	0.5565	0.6174999999999999	0.99	0.99
1;3;90;911;2062;8949;22284;147454*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;22435;133115	0.0	0.0185	0.3423333333333333	0.037	0.5135000000000001	0.99
1;3;90;911;2062;8949;22435;156050	0.191	0.2165	0.242	0.242	0.26749999999999996	0.293
1;3;90;911;2062;8949;22435;174148	0.027	0.28500000000000003	0.52425	0.54	0.77925	0.99
1;3;90;911;2062;8949;22435;180152	0.0	0.255	0.5	0.51	0.75	0.99
1;3;90;911;2062;8949;22435;95092	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;3;90;911;2062;8949;22464;116929	0.182	0.586	0.7206666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;22464;134580	0.089	0.5395	0.6896666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;22464;139496	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;23137;116965*	0.036	0.99	0.8946	0.99	0.99	0.99
1;3;90;911;2062;8949;23738;125880	0.316	0.3225	0.329	0.329	0.3355	0.342
1;3;90;911;2062;8949;23738;126742	0.268	0.27825	0.2885	0.2885	0.29875	0.309
1;3;90;911;2062;8949;23738;140490	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;23738;150464	0.0	0.191	0.657	0.99	0.99	0.99
1;3;90;911;2062;8949;23738;150859	0.721	0.721	0.721	0.721	0.721	0.721
1;3;90;911;2062;8949;23738;151489	0.557	0.557	0.557	0.557	0.557	0.557
1;3;90;911;2062;8949;23855;117986*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;23975;180292*	0.008	0.15275	0.4475	0.2955	0.817	0.99
1;3;90;911;2062;8949;24505;94110	0.154	0.363	0.572	0.572	0.7809999999999999	0.99
1;3;90;911;2062;8949;24756;119700*	0.225	0.41625	0.6075	0.6075	0.79875	0.99
1;3;90;911;2062;8949;24760;89455	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;25390;112296*	0.191	0.5905	0.7236666666666668	0.99	0.99	0.99
1;3;90;911;2062;8949;25589;179383	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;25589;183121	0.0	0.24	0.45899999999999996	0.359	0.784	0.99
1;3;90;911;2062;8949;25589;192887	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;26081;108271	0.852	0.99	0.9624	0.99	0.99	0.99
1;3;90;911;2062;8949;26081;114716	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26081;163568	0.359	0.51675	0.6745	0.6745	0.8322499999999999	0.99
1;3;90;911;2062;8949;26081;170730	0.0	0.0	0.495	0.495	0.99	0.99
1;3;90;911;2062;8949;26575;95221	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;101609	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;102882	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;107837	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;26639;108314	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;115463	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;117577	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;118704	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;122720	0.547	0.6577500000000001	0.7685	0.7685	0.87925	0.99
1;3;90;911;2062;8949;26639;123072	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;130124	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;134120	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;138578	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;143158	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;149037	0.0	0.7424999999999999	0.7424999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;150401	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;153157	0.08	0.3075	0.535	0.535	0.7625	0.99
1;3;90;911;2062;8949;26639;154810	0.328	0.4935	0.659	0.659	0.8245	0.99
1;3;90;911;2062;8949;26639;165719	0.155	0.36375	0.5725	0.5725	0.78125	0.99
1;3;90;911;2062;8949;26639;167712	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;174030	0.182	0.182	0.182	0.182	0.182	0.182
1;3;90;911;2062;8949;26639;174452	0.0	0.151	0.302	0.302	0.45299999999999996	0.604
1;3;90;911;2062;8949;26639;176044	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;179557	0.079	0.079	0.079	0.079	0.079	0.079
1;3;90;911;2062;8949;26639;183330	0.463	0.463	0.463	0.463	0.463	0.463
1;3;90;911;2062;8949;26639;183669	0.652	0.652	0.652	0.652	0.652	0.652
1;3;90;911;2062;8949;26639;187711	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;26639;188290	0.159	0.159	0.159	0.159	0.159	0.159
1;3;90;911;2062;8949;26639;80381	0.316	0.316	0.316	0.316	0.316	0.316
1;3;90;911;2062;8949;26639;85482	0.31	0.31	0.31	0.31	0.31	0.31
1;3;90;911;2062;8949;26639;86786	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;8949;26639;88823	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;90167	0.646	0.646	0.646	0.646	0.646	0.646
1;3;90;911;2062;8949;26639;90601	0.721	0.78825	0.8554999999999999	0.8554999999999999	0.92275	0.99
1;3;90;911;2062;8949;26639;93270	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;26639;94427	0.721	0.78825	0.8554999999999999	0.8554999999999999	0.92275	0.99
1;3;90;911;2062;8949;26639;96395	0.0	0.0455	0.091	0.091	0.1365	0.182
1;3;90;911;2062;8949;26639;98127	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;27136;151313	0.036	0.06875	0.1015	0.1015	0.13425	0.167
1;3;90;911;2062;8949;27136;155348	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;27985;120049*	0.329	0.329	0.329	0.329	0.329	0.329
1;3;90;911;2062;8949;28184;118569	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;28444;159815*	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;8949;28708;133221*	0.076	0.23275	0.38949999999999996	0.38949999999999996	0.5462499999999999	0.703
1;3;90;911;2062;8949;29594;188031	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;29750;178753	0.51	0.87	0.87	0.99	0.99	0.99
1;3;90;911;2062;8949;29750;184105	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;29750;184342	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30090;115381	0.141	0.141	0.141	0.141	0.141	0.141
1;3;90;911;2062;8949;30090;174694	0.36	0.5175	0.675	0.675	0.8325	0.99
1;3;90;911;2062;8949;30090;98378	0.198	0.3615	0.525	0.525	0.6885	0.852
1;3;90;911;2062;8949;30172;104708	0.59	0.59	0.59	0.59	0.59	0.59
1;3;90;911;2062;8949;30172;109473	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30172;128876	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30172;132445	0.182	0.182	0.182	0.182	0.182	0.182
1;3;90;911;2062;8949;30172;142001	0.155	0.155	0.155	0.155	0.155	0.155
1;3;90;911;2062;8949;30172;143876	0.243	0.243	0.243	0.243	0.243	0.243
1;3;90;911;2062;8949;30172;167773	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30172;89411	0.126	0.32775	0.62525	0.6925	0.99	0.99
1;3;90;911;2062;8949;30269;102644	0.0	0.279	0.697	0.99	0.99	0.99
1;3;90;911;2062;8949;30269;144753	0.141	0.7424999999999999	0.8140892857142857	0.99	0.99	0.99
1;3;90;911;2062;8949;30269;159762	0.119	0.357	0.689	0.99	0.99	0.99
1;3;90;911;2062;8949;30269;160330	0.0	0.293	0.6702745098039216	0.99	0.99	0.99
1;3;90;911;2062;8949;30269;177436	0.0	0.99	0.8689032258064516	0.99	0.99	0.99
1;3;90;911;2062;8949;30269;191127	0.0	0.146	0.5079853121175031	0.424	0.99	0.99
1;3;90;911;2062;8949;30358;129415	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30358;85872	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30467;127033	0.048	0.11625	0.36550000000000005	0.3245	0.57375	0.765
1;3;90;911;2062;8949;30467;177924	0.329	0.4515	0.5706666666666667	0.574	0.6915	0.809
1;3;90;911;2062;8949;30513;100164	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;3;90;911;2062;8949;30513;109613	0.434	0.434	0.434	0.434	0.434	0.434
1;3;90;911;2062;8949;30513;111326	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;113161	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;113332	0.51	0.99	0.9067777777777777	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;114497	0.141	0.21699999999999997	0.4746666666666666	0.293	0.6415	0.99
1;3;90;911;2062;8949;30513;116202	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;116759	0.285	0.285	0.285	0.285	0.285	0.285
1;3;90;911;2062;8949;30513;117675	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;121528	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;121893	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;125983	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;128338	0.99	0.99	0.99	0.99	0.99	0.99
